,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-11,Sat,Matchweek 1,Home,W 2–0,Bournemouth,Cardiff City,Y,FW,89.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,1.1,0.3,0.4,7.0,1.0,17.0,25.0,68.0,1.0,34.0,2.0,5.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,208.0,36.0,11.0,68.8,3.0,4.0,75.0,1.0,1.0,100.0,0.4,1.0,0.0,1.0,1.0
1,2018-08-18,Sat,Matchweek 2,Away,W 2–1,Bournemouth,West Ham,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,0.6,0.6,0.2,4.0,2.0,13.0,20.0,65.0,1.0,25.0,3.0,6.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,156.0,46.0,9.0,81.8,4.0,5.0,80.0,0.0,1.0,0.0,0.2,2.0,0.0,0.0,0.0
2,2018-08-25,Sat,Matchweek 3,Home,D 2–2,Bournemouth,Everton,Y,FW,90.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.7,0.7,0.1,6.0,2.0,13.0,19.0,68.4,3.0,22.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,186.0,51.0,8.0,66.7,4.0,5.0,80.0,1.0,1.0,100.0,0.2,1.0,1.0,1.0,0.0
3,2018-09-01,Sat,Matchweek 4,Away,L 0–2,Bournemouth,Chelsea,Y,FW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.3,0.3,0.0,2.0,0.0,7.0,14.0,50.0,3.0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,20.0,4.0,50.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2018-09-15,Sat,Matchweek 5,Home,W 4–2,Bournemouth,Leicester City,Y,FW,90.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.1,0.1,0.9,3.0,1.0,11.0,18.0,61.1,2.0,18.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160.0,88.0,7.0,77.8,3.0,7.0,42.9,1.0,1.0,100.0,0.2,2.0,3.0,0.0,0.0
5,2018-10-01,Mon,Matchweek 7,Home,W 2–1,Bournemouth,Crystal Palace,Y,FW,90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,0.5,0.5,0.3,3.0,1.0,13.0,18.0,72.2,1.0,18.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,187.0,42.0,11.0,73.3,1.0,1.0,100.0,1.0,1.0,100.0,0.1,2.0,0.0,2.0,1.0
6,2018-11-03,Sat,Matchweek 11,Home,L 1–2,Bournemouth,Manchester Utd,Y,FW,90.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,31.0,0.0,0.0,1.0,0.8,0.8,0.2,6.0,0.0,12.0,21.0,57.1,0.0,25.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,21.0,11.0,78.6,1.0,1.0,100.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0
7,2018-12-15,Sat,Matchweek 17,Away,L 0–2,Bournemouth,Wolves,N,FW,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,10.0,1.0,50.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0
8,2018-12-26,Wed,Matchweek 19,Away,L 0–5,Bournemouth,Tottenham,Y,FW,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,60.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,7.0,77.8,2.0,2.0,100.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
9,2019-01-19,Sat,Matchweek 23,Home,W 2–0,Bournemouth,West Ham,Y,FW,72.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.2,0.2,0.2,4.0,1.0,10.0,17.0,58.8,0.0,18.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,139.0,33.0,6.0,75.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10,2019-03-09,Sat,Matchweek 30,Away,W 2–0,Bournemouth,Huddersfield,Y,FW,90.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.8,0.8,0.3,4.0,1.0,14.0,21.0,66.7,2.0,19.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,32.0,9.0,90.0,3.0,5.0,60.0,0.0,1.0,0.0,0.2,1.0,0.0,1.0,0.0
11,2019-03-16,Sat,Matchweek 31,Home,D 2–2,Bournemouth,Newcastle Utd,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,5.0,8.0,62.5,0.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,4.0,100.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019-04-06,Sat,Matchweek 33,Home,L 1–3,Bournemouth,Burnley,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,14.0,21.0,66.7,3.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,33.0,7.0,58.3,5.0,6.0,83.3,2.0,3.0,66.7,0.1,0.0,0.0,1.0,0.0
13,2019-04-27,Sat,Matchweek 36,Away,D 3–3,Bournemouth,Southampton,Y,FW,90.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,32.0,0.0,1.0,2.0,1.8,1.8,0.4,1.0,1.0,11.0,17.0,64.7,0.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,165.0,32.0,7.0,77.8,3.0,5.0,60.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0
14,2019-05-04,Sat,Matchweek 37,Home,W 1–0,Bournemouth,Tottenham,Y,FW,90.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,0.4,0.4,0.0,3.0,0.0,11.0,17.0,64.7,1.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,41.0,5.0,71.4,2.0,5.0,40.0,2.0,2.0,100.0,0.0,0.0,1.0,1.0,0.0
