,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2022-02-26,Sat,Matchweek 27,Home,L 0–2,Brentford,Newcastle Utd,N,RM,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,29.0,51.7,3.0,12.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,102.0,8.0,80.0,3.0,7.0,42.9,4.0,9.0,44.4,0.1,1.0,3.0,0.0,0.0
1,2022-03-05,Sat,Matchweek 28,Away,W 3–1,Brentford,Norwich City,Y,CM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,64.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,42.0,53.0,79.2,3.0,29.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,828.0,258.0,20.0,90.9,12.0,17.0,70.6,8.0,10.0,80.0,0.1,0.0,4.0,1.0,1.0
2,2022-03-12,Sat,Matchweek 29,Home,W 2–0,Brentford,Burnley,Y,CM,90.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.1,0.1,0.5,4.0,2.0,45.0,62.0,72.6,5.0,48.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,838.0,304.0,25.0,89.3,12.0,18.0,66.7,7.0,13.0,53.8,0.4,2.0,9.0,2.0,1.0
3,2022-04-02,Sat,Matchweek 31,Away,W 4–1,Brentford,Chelsea,Y,CM,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,57.0,3.0,1.0,0.0,0.5,0.5,0.2,7.0,1.0,32.0,41.0,78.0,6.0,28.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,641.0,299.0,11.0,100.0,15.0,16.0,93.8,5.0,13.0,38.5,0.2,3.0,4.0,0.0,0.0
4,2022-04-10,Sun,Matchweek 32,Home,W 2–0,Brentford,West Ham,Y,LM,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,85.0,3.0,2.0,2.0,0.1,0.1,0.1,3.0,0.0,60.0,74.0,81.1,8.0,52.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.0,418.0,21.0,100.0,24.0,30.0,80.0,13.0,19.0,68.4,0.2,1.0,11.0,3.0,0.0
5,2022-04-16,Sat,Matchweek 33,Away,W 2–1,Brentford,Watford,Y,LM,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,70.0,2.0,1.0,2.0,0.1,0.1,1.0,7.0,1.0,45.0,60.0,75.0,8.0,30.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,992.0,295.0,13.0,76.5,18.0,20.0,90.0,12.0,21.0,57.1,0.6,3.0,10.0,1.0,1.0
6,2022-04-23,Sat,Matchweek 34,Home,D 0–0,Brentford,Tottenham,Y,CM,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,70.0,1.0,1.0,1.0,0.1,0.1,0.2,7.0,0.0,42.0,62.0,67.7,8.0,38.0,3.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,352.0,17.0,94.4,12.0,17.0,70.6,11.0,22.0,50.0,0.2,4.0,8.0,1.0,1.0
7,2022-05-02,Mon,Matchweek 35,Away,L 0–3,Brentford,Manchester Utd,Y,CM,90.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,76.0,2.0,0.0,1.0,0.1,0.1,0.2,4.0,0.0,47.0,66.0,71.2,11.0,41.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,477.0,21.0,100.0,19.0,23.0,82.6,7.0,20.0,35.0,0.2,2.0,8.0,4.0,1.0
8,2022-05-07,Sat,Matchweek 36,Home,W 3–0,Brentford,Southampton,Y,LM,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0,0.1,0.1,0.4,7.0,0.0,42.0,55.0,76.4,7.0,31.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,475.0,19.0,95.0,11.0,15.0,73.3,12.0,19.0,63.2,0.2,5.0,11.0,2.0,0.0
9,2022-05-15,Sun,Matchweek 37,Away,W 3–2,Brentford,Everton,Y,"CM,LM",90.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.2,0.2,0.7,7.0,1.0,68.0,84.0,81.0,19.0,62.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1443.0,433.0,21.0,91.3,34.0,37.0,91.9,12.0,18.0,66.7,0.5,5.0,11.0,3.0,2.0
