,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-14,Sat,Matchweek 1,Home,W 5–1,Manchester Utd,Leeds United,Y,LW,74.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,46.0,1.0,1.0,1.0,0.3,0.3,0.7,5.0,4.0,25.0,33.0,75.8,5.0,29.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,523.0,212.0,10.0,66.7,6.0,7.0,85.7,7.0,8.0,87.5,0.5,5.0,3.0,2.0,0.0
1,2021-08-22,Sun,Matchweek 2,Away,D 1–1,Manchester Utd,Southampton,Y,"LW,DM",90.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0,0.5,0.5,0.1,4.0,1.0,34.0,42.0,81.0,8.0,34.0,3.0,6.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,665.0,215.0,18.0,90.0,7.0,9.0,77.8,8.0,9.0,88.9,0.2,1.0,5.0,0.0,0.0
2,2021-08-29,Sun,Matchweek 3,Away,W 1–0,Manchester Utd,Wolves,Y,"DM,CM",90.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,90.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,66.0,80.0,82.5,9.0,54.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,429.0,29.0,93.5,19.0,24.0,79.2,17.0,23.0,73.9,0.2,1.0,8.0,2.0,0.0
3,2021-09-11,Sat,Matchweek 4,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,DM,90.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,2.0,0.0,2.0,0.0,0.0,0.4,5.0,3.0,106.0,116.0,91.4,16.0,84.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2052.0,429.0,40.0,95.2,50.0,52.0,96.2,15.0,20.0,75.0,0.2,3.0,20.0,4.0,0.0
4,2021-09-19,Sun,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,Y,LW,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,3.0,0.0,0.0,0.1,0.1,0.1,3.0,0.0,35.0,39.0,89.7,3.0,35.0,2.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,121.0,22.0,95.7,9.0,12.0,75.0,3.0,3.0,100.0,0.2,2.0,6.0,0.0,0.0
5,2021-09-25,Sat,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,Y,"LW,DM",90.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,59.0,1.0,0.0,1.0,0.4,0.4,0.2,8.0,0.0,27.0,41.0,65.9,8.0,35.0,5.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,182.0,11.0,64.7,10.0,12.0,83.3,3.0,4.0,75.0,0.1,1.0,7.0,0.0,0.0
6,2021-10-02,Sat,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,N,DM,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.3,0.3,0.1,2.0,0.0,17.0,23.0,73.9,7.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,141.0,6.0,85.7,7.0,7.0,100.0,3.0,3.0,100.0,0.1,1.0,3.0,3.0,0.0
7,2021-10-16,Sat,Matchweek 8,Away,L 2–4,Manchester Utd,Leicester City,Y,DM,90.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,82.0,0.0,1.0,3.0,0.2,0.2,0.0,4.0,0.0,58.0,65.0,89.2,9.0,41.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,292.0,25.0,92.6,25.0,25.0,100.0,8.0,9.0,88.9,0.1,1.0,8.0,3.0,0.0
8,2021-10-24,Sun,Matchweek 9,Home,L 0–5,Manchester Utd,Liverpool,N,RM,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,47.0,10.0,100.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,2022-02-08,Tue,Matchweek 24,Away,D 1–1,Manchester Utd,Burnley,Y,DM,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,68.0,1.0,0.0,1.0,0.3,0.3,0.0,1.0,0.0,42.0,59.0,71.2,7.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,156.0,21.0,75.0,16.0,22.0,72.7,3.0,5.0,60.0,0.1,1.0,3.0,1.0,0.0
10,2022-02-12,Sat,Matchweek 25,Home,D 1–1,Manchester Utd,Southampton,Y,DM,90.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,66.0,2.0,1.0,1.0,0.3,0.3,0.0,2.0,0.0,40.0,48.0,83.3,8.0,29.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,245.0,23.0,92.0,8.0,11.0,72.7,9.0,9.0,100.0,0.0,1.0,7.0,1.0,0.0
11,2022-02-15,Tue,Matchweek 18,Home,W 2–0,Manchester Utd,Brighton,N,DM,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,1.0,26.0,28.0,92.9,2.0,16.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,413.0,118.0,12.0,92.3,8.0,9.0,88.9,3.0,3.0,100.0,0.0,1.0,3.0,0.0,0.0
12,2022-02-20,Sun,Matchweek 26,Away,W 4–2,Manchester Utd,Leeds United,Y,DM,66.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,0.1,0.1,0.7,6.0,0.0,15.0,22.0,68.2,1.0,20.0,4.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,97.0,6.0,60.0,5.0,6.0,83.3,4.0,4.0,100.0,0.6,2.0,1.0,1.0,1.0
13,2022-02-26,Sat,Matchweek 27,Home,D 0–0,Manchester Utd,Watford,Y,"LW,DM",90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.1,0.1,0.9,4.0,0.0,45.0,58.0,77.6,7.0,43.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,238.0,16.0,88.9,19.0,23.0,82.6,7.0,11.0,63.6,0.4,3.0,4.0,2.0,1.0
14,2022-03-06,Sun,Matchweek 28,Away,L 1–4,Manchester Utd,Manchester City,Y,AM,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,16.0,22.0,72.7,3.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,256.0,89.0,9.0,75.0,4.0,6.0,66.7,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0
15,2022-03-12,Sat,Matchweek 29,Home,W 3–2,Manchester Utd,Tottenham,Y,"AM,CM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,46.0,78.3,2.0,35.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,533.0,71.0,22.0,81.5,8.0,9.0,88.9,3.0,3.0,100.0,0.0,0.0,3.0,1.0,0.0
16,2022-04-02,Sat,Matchweek 31,Home,D 1–1,Manchester Utd,Leicester City,Y,"AM,DM",74.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,37.0,83.8,6.0,35.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,247.0,16.0,94.1,12.0,14.0,85.7,3.0,4.0,75.0,0.0,0.0,4.0,0.0,0.0
17,2022-04-09,Sat,Matchweek 32,Away,L 0–1,Manchester Utd,Everton,N,DM,55.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,53.0,90.6,8.0,50.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,285.0,23.0,95.8,21.0,24.0,87.5,2.0,3.0,66.7,0.0,0.0,4.0,1.0,0.0
18,2022-04-16,Sat,Matchweek 33,Home,W 3–2,Manchester Utd,Norwich City,Y,CM,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,59.0,89.8,7.0,45.0,1.0,9.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,241.0,30.0,93.8,16.0,17.0,94.1,5.0,7.0,71.4,0.1,0.0,8.0,3.0,0.0
19,2022-04-19,Tue,Matchweek 30,Away,L 0–4,Manchester Utd,Liverpool,Y,CM,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,16.0,1.0,50.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
